_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
8618e78130b7c3d3cbdaf5bbff758563,1-7e350b5136bcc8f2d64b5f44da24b93a,2018-2-13,Paraíso,-23.57677,-46.63933,73301,18,16,33,24,38,32,4,13,REABASTECER,43
3cadf532df30c5896723af349206fcbd,1-e9994817c4afd724ea99d8c1056fc0c2,2018-2-16,Paraíso,-23.57677,-46.63933,71661,76,61,10,17,26,19,35,1,REABASTECER,46
c61fb9788e11b3e26ee740e2125f5f81,1-e9994817c4afd724ea99d8c1056fc0c2,2018-2-16,Paraíso,-23.57677,-46.63933,71661,76,61,10,17,26,19,35,1,REABASTECER,46
b4b91fd6d9b667e87f4b9e8802223581,1-e9994817c4afd724ea99d8c1056fc0c2,2018-2-16,Paraíso,-23.57677,-46.63933,71661,76,61,10,17,26,19,35,1,REABASTECER,46
36873a8fe1ce5b5ebfaeb3ec9f283f2e,1-5fc4421159648ba2b6aee51e7b70233d,2018-2-19,Paraíso,-23.57677,-46.63933,71111,42,42,58,8,16,11,22,37,NORMAL,49
87863217d9846acfab29923d0943652c,1-e3f4bcaeece503def2a788c51ac5e76f,2018-2-20,Paraíso,-23.57677,-46.63933,72452,32,40,49,3,12,9,20,35,NORMAL,50
5df9dd5367fbf50d65716b1f526b8449,1-e3f4bcaeece503def2a788c51ac5e76f,2018-2-20,Paraíso,-23.57677,-46.63933,72452,32,40,49,3,12,9,20,35,NORMAL,50
fd8b514cbe303e0558a8a10ef0aca8ef,1-6d38602e93bbca018f18df783c8fa169,2018-2-21,Paraíso,-23.57677,-46.63933,73372,22,37,41,43,7,6,18,30,REABASTECER,51
d185a38244a071090798dbf9817cc2d2,1-6dd3bd65ba47739c1958875b400a71c4,2018-2-22,Paraíso,-23.57677,-46.63933,72187,11,27,35,42,1,43,12,25,NORMAL,52
a33bffdac8bbed86cd2426e0080f9257,1-6dd3bd65ba47739c1958875b400a71c4,2018-2-22,Paraíso,-23.57677,-46.63933,72187,11,27,35,42,1,43,12,25,NORMAL,52
85a4e0a13a9b0d4e5cebe203e3926ffa,1-6dd3bd65ba47739c1958875b400a71c4,2018-2-22,Paraíso,-23.57677,-46.63933,72187,11,27,35,42,1,43,12,25,NORMAL,52
227c90bba081ea78b236f7a43ac92407,1-05e524df3d6e8648d6ce07effd03b8bb,2018-2-23,Paraíso,-23.57677,-46.63933,70951,86,24,26,40,43,37,8,23,NORMAL,53
3d8ae1572574ad2497609aa2ccf9121b,1-05e524df3d6e8648d6ce07effd03b8bb,2018-2-23,Paraíso,-23.57677,-46.63933,70951,86,24,26,40,43,37,8,23,NORMAL,53
26bc2c82ab8d197ebd461e35aedcd88a,1-c3cbea88e7d4381b71c248b3175ecfd8,2018-2-25,Paraíso,-23.57677,-46.63933,72999,71,15,8,37,35,31,43,13,REABASTECER,55
28fa9376c93198998c39eccbeeab3369,1-c3cbea88e7d4381b71c248b3175ecfd8,2018-2-25,Paraíso,-23.57677,-46.63933,72999,71,15,8,37,35,31,43,13,REABASTECER,55
6519905fb2fb9162eae97aa083dc4868,1-c3cbea88e7d4381b71c248b3175ecfd8,2018-2-25,Paraíso,-23.57677,-46.63933,72999,71,15,8,37,35,31,43,13,REABASTECER,55
c61fb9788e11b3e26ee740e212a955fe,1-02a3a19a0779304040330a1fb4b4ca99,2018-2-26,Paraíso,-23.57677,-46.63933,71250,60,8,65,31,33,25,38,9,REABASTECER,56
ec4f6f1a13edaa156c3ad65bd4628a78,1-9cb0363db2efd4e1459ef98f79699e9a,2018-2-27,Paraíso,-23.57677,-46.63933,72614,52,65,61,25,31,25,32,5,REABASTECER,57
94ec5db7b6d50d21b3cb7f3938d73b45,1-9cb0363db2efd4e1459ef98f79699e9a,2018-2-27,Paraíso,-23.57677,-46.63933,72614,52,65,61,25,31,25,32,5,REABASTECER,57
26277e6a4c02f07898cd00b198b8db9c,1-9cb0363db2efd4e1459ef98f79699e9a,2018-2-27,Paraíso,-23.57677,-46.63933,72614,52,65,61,25,31,25,32,5,REABASTECER,57
a15e0e2c3b68aa19ecace6eb6ca26d7e,1-9cb0363db2efd4e1459ef98f79699e9a,2018-2-27,Paraíso,-23.57677,-46.63933,72614,52,65,61,25,31,25,32,5,REABASTECER,57
65d293fc383bcb1418110876460dcbcc,1-284d746ed984444ed2ca5fc61f2a9a1f,2018-2-28,Paraíso,-23.57677,-46.63933,71913,41,58,55,22,26,25,27,43,NORMAL,58
b8cd03e3690608d6d04f0fef20dd1dec,1-8ca3c23a9d6c7735981007bce9d4de10,2018-2-29,Paraíso,-23.57677,-46.63933,70963,33,48,50,17,20,21,24,39,NORMAL,59
3cadf532df30c5896723af3492382311,1-8ca3c23a9d6c7735981007bce9d4de10,2018-2-29,Paraíso,-23.57677,-46.63933,70963,33,48,50,17,20,21,24,39,NORMAL,59
8128f3b9cc23f39ab1a5ae05ab9a911e,1-929caf7d2fb63a04b6284827752cc8d3,2018-2-30,Paraíso,-23.57677,-46.63933,72345,24,46,40,16,18,21,19,35,NORMAL,60
26277e6a4c02f07898cd00b1983e1a9d,1-24314dd49253a923adebda4493572940,2018-3-1,Paraíso,-23.57677,-46.63933,71731,11,41,31,15,12,16,15,29,NORMAL,61
b1792990061e28c0f1149a8c94ad68e9,1-f59aec51d5a025a89b3c8e03ad28dfd7,2018-3-2,Paraíso,-23.57677,-46.63933,72780,86,31,24,14,8,15,10,27,NORMAL,62
26277e6a4c02f07898cd00b1989e9921,1-f17ed10567651426604b27fced659d06,2018-3-3,Paraíso,-23.57677,-46.63933,72385,79,28,14,14,5,14,7,22,NORMAL,63
77f9c0081c61cc34a88112f8cd8e9f7e,1-f17ed10567651426604b27fced659d06,2018-3-3,Paraíso,-23.57677,-46.63933,72385,79,28,14,14,5,14,7,22,NORMAL,63
77f9c0081c61cc34a88112f8cd61bc8e,1-a4aa37e7ccf66c36c5cc1ede30059d78,2018-3-5,Paraíso,-23.57677,-46.63933,70200,59,12,65,9,38,7,43,15,NORMAL,65
227c90bba081ea78b236f7a43a85e6f6,1-20deced4157900e034e042697e82ffab,2018-3-7,Paraíso,-23.57677,-46.63933,72083,39,65,54,43,32,43,34,3,REABASTECER,67
842e7424a0d70f2409a12e37a05f6615,1-20deced4157900e034e042697e82ffab,2018-3-7,Paraíso,-23.57677,-46.63933,72083,39,65,54,43,32,43,34,3,REABASTECER,67
77a9d4897bda671ee0ad7a9e3ab11512,1-a9fd9aad1289ae53ff0aa539d1b5ee03,2018-3-10,Paraíso,-23.57677,-46.63933,71412,9,52,31,39,16,28,18,36,REABASTECER,70
37b48334dbf837ed1ac83bd0a5be2c96,1-a9fd9aad1289ae53ff0aa539d1b5ee03,2018-3-10,Paraíso,-23.57677,-46.63933,71412,9,52,31,39,16,28,18,36,REABASTECER,70
ce32f8a7665018587efb1b356a588adc,1-c84c04d39061dd066d915ebf6854625b,2018-3-11,Paraíso,-23.57677,-46.63933,70355,86,43,24,39,10,28,13,32,NORMAL,71
9309aa92f566df97381f8e298d0cca2b,1-c84c04d39061dd066d915ebf6854625b,2018-3-11,Paraíso,-23.57677,-46.63933,70355,86,43,24,39,10,28,13,32,NORMAL,71
4abb54a3c1a98da072dd615cc948a9ac,1-c84c04d39061dd066d915ebf6854625b,2018-3-11,Paraíso,-23.57677,-46.63933,70355,86,43,24,39,10,28,13,32,NORMAL,71
9309aa92f566df97381f8e298dc24f58,1-2d0ab3220ea8d288135b4689fa0fe290,2018-3-12,Paraíso,-23.57677,-46.63933,71667,75,36,15,36,4,22,10,26,NORMAL,72
0154d1987328d51e4f0b84299ce6fbea,1-2d0ab3220ea8d288135b4689fa0fe290,2018-3-12,Paraíso,-23.57677,-46.63933,71667,75,36,15,36,4,22,10,26,NORMAL,72
c8519bfed57e7d0b54f863da60c86942,1-53a1c4317c38a594ec32d7482c055da4,2018-3-13,Paraíso,-23.57677,-46.63933,73549,65,30,9,36,43,18,8,20,NORMAL,73
d6bd9c770ca5d117d3f9f312ddb86e47,1-53a1c4317c38a594ec32d7482c055da4,2018-3-13,Paraíso,-23.57677,-46.63933,73549,65,30,9,36,43,18,8,20,NORMAL,73
f8b2781dfd332f9e5b010dcde6a8728b,1-d0a85e8f9a00f8902fe484c017e9d010,2018-3-15,Paraíso,-23.57677,-46.63933,70858,49,17,60,28,35,15,43,9,NORMAL,75
36873a8fe1ce5b5ebfaeb3ec9f697cf8,1-d0a85e8f9a00f8902fe484c017e9d010,2018-3-15,Paraíso,-23.57677,-46.63933,70858,49,17,60,28,35,15,43,9,NORMAL,75
fbbd4e7ffb4bdc4d5b71774a8b113e9f,1-ceae8e367f42b8e4288fda1d84d6ca2f,2018-3-16,Paraíso,-23.57677,-46.63933,71156,36,13,55,25,32,14,37,6,REABASTECER,76
36873a8fe1ce5b5ebfaeb3ec9f6984ed,1-ceae8e367f42b8e4288fda1d84d6ca2f,2018-3-16,Paraíso,-23.57677,-46.63933,71156,36,13,55,25,32,14,37,6,REABASTECER,76
c6a6dd47f3a7bf26b6bbdafb2da8c41c,1-ebf92b0921b217543bfc0ec9e8e94b75,2018-3-17,Paraíso,-23.57677,-46.63933,72240,25,9,45,20,26,9,33,43,NORMAL,77
65d293fc383bcb1418110876460e1e02,1-6a92f0ce0de6c09ac6da6a6a50ddf187,2018-3-18,Paraíso,-23.57677,-46.63933,72411,15,65,39,18,24,4,27,40,NORMAL,78
6bfa1c588abbd754ef26e9c49e4c6303,1-7961a97c36a14e986a92426cf7e8b0d8,2018-3-19,Paraíso,-23.57677,-46.63933,72655,2,59,32,14,18,43,21,36,NORMAL,79
a33bffdac8bbed86cd2426e00855893d,1-578a6ec903bcd5642fdb682c945f705b,2018-3-24,Paraíso,-23.57677,-46.63933,73940,47,24,65,35,39,23,2,18,REABASTECER,84
87863217d9846acfab29923d09446deb,1-578a6ec903bcd5642fdb682c945f705b,2018-3-24,Paraíso,-23.57677,-46.63933,73940,47,24,65,35,39,23,2,18,REABASTECER,84
f9079dd98313aa78069eb7b47dfd280e,1-578a6ec903bcd5642fdb682c945f705b,2018-3-24,Paraíso,-23.57677,-46.63933,73940,47,24,65,35,39,23,2,18,REABASTECER,84
a33bffdac8bbed86cd2426e008559dbe,1-f282845a334525176353b7e9c3ae6536,2018-3-25,Paraíso,-23.57677,-46.63933,72519,40,19,61,31,33,22,43,14,NORMAL,85
ee7a6958daae0379fcec44b4e4c75b66,1-f282845a334525176353b7e9c3ae6536,2018-3-25,Paraíso,-23.57677,-46.63933,72519,40,19,61,31,33,22,43,14,NORMAL,85
26bc2c82ab8d197ebd461e35ae065f5a,1-f282845a334525176353b7e9c3ae6536,2018-3-25,Paraíso,-23.57677,-46.63933,72519,40,19,61,31,33,22,43,14,NORMAL,85
4abb54a3c1a98da072dd615cc9731237,1-61f9fc36fac621866a8aa48d7900363f,2018-3-30,Paraíso,-23.57677,-46.63933,70458,73,54,36,22,11,6,26,40,REABASTECER,90
6bfa1c588abbd754ef26e9c49e4cf67f,1-53523fb5df63ca7596141ca456577bbd,2018-4-1,Paraíso,-23.57677,-46.63933,73748,64,44,28,19,5,43,20,35,NORMAL,91
227c90bba081ea78b236f7a43a861776,1-53523fb5df63ca7596141ca456577bbd,2018-4-1,Paraíso,-23.57677,-46.63933,73748,64,44,28,19,5,43,20,35,NORMAL,91
a33bffdac8bbed86cd2426e00810b0dc,1-0373a260dc32f7349322ea0856aa2087,2018-4-2,Paraíso,-23.57677,-46.63933,73645,51,39,21,15,43,41,15,30,NORMAL,92
4abb54a3c1a98da072dd615cc9732b0f,1-0373a260dc32f7349322ea0856aa2087,2018-4-2,Paraíso,-23.57677,-46.63933,73645,51,39,21,15,43,41,15,30,NORMAL,92
5df9dd5367fbf50d65716b1f526f16b2,1-6585b45b23b5e5ef744721c71428a566,2018-4-4,Paraíso,-23.57677,-46.63933,72464,33,22,7,12,33,37,8,18,REABASTECER,94
ce32f8a7665018587efb1b356a58fb8a,1-6585b45b23b5e5ef744721c71428a566,2018-4-4,Paraíso,-23.57677,-46.63933,72464,33,22,7,12,33,37,8,18,REABASTECER,94
aef589db1b6c909f47f67ec6c91a0d32,1-a75cd27e7c9f0bfd14a3d791636a524d,2018-4-5,Paraíso,-23.57677,-46.63933,70966,25,15,65,12,31,35,2,12,NORMAL,95
70f8557abc97fe3340747f2eec491d05,1-029cd39aa346aa96168723542fa6b0ef,2018-4-6,Paraíso,-23.57677,-46.63933,71465,16,12,57,9,29,32,43,8,NORMAL,96
77a9d4897bda671ee0ad7a9e3a294931,1-029cd39aa346aa96168723542fa6b0ef,2018-4-6,Paraíso,-23.57677,-46.63933,71465,16,12,57,9,29,32,43,8,NORMAL,96
48550f7f64c700fe6eafa91c19a85cd9,1-69dcf1ebb0b922261a5608db6fdf7cfb,2018-4-7,Paraíso,-23.57677,-46.63933,71909,6,2,47,7,27,28,40,4,REABASTECER,97
36855faf70e17afa0ca1c9b4a57f056d,1-69dcf1ebb0b922261a5608db6fdf7cfb,2018-4-7,Paraíso,-23.57677,-46.63933,71909,6,2,47,7,27,28,40,4,REABASTECER,97
dce4540fd561e895a7d511630045337a,1-67cca3cc47561a25cf519706e53e0b2d,2018-4-8,Paraíso,-23.57677,-46.63933,73808,86,65,42,5,22,26,34,43,NORMAL,98
ee7a6958daae0379fcec44b4e4bbc8af,1-67cca3cc47561a25cf519706e53e0b2d,2018-4-8,Paraíso,-23.57677,-46.63933,73808,86,65,42,5,22,26,34,43,NORMAL,98
b4b91fd6d9b667e87f4b9e880223126f,1-5b598d3911c24b48f3ca6a4bca95774d,2018-4-9,Paraíso,-23.57677,-46.63933,71511,77,62,37,43,16,22,32,41,NORMAL,99
842e7424a0d70f2409a12e37a01a0229,1-12f0193173ecb3db7973123195319ec8,2018-4-10,Paraíso,-23.57677,-46.63933,73030,70,54,28,38,14,18,29,35,NORMAL,100
48550f7f64c700fe6eafa91c19a87628,1-7f97980078edff32d8edfbebd8c975f2,2018-4-11,Paraíso,-23.57677,-46.63933,71579,57,52,24,32,10,15,26,29,NORMAL,101
26277e6a4c02f07898cd00b1989ed4ed,1-7f97980078edff32d8edfbebd8c975f2,2018-4-11,Paraíso,-23.57677,-46.63933,71579,57,52,24,32,10,15,26,29,NORMAL,101
c6a6dd47f3a7bf26b6bbdafb2d5d7d33,1-9de877ff2b6a6b83a21645189e6e6ce7,2018-4-12,Paraíso,-23.57677,-46.63933,72485,50,50,19,32,5,10,24,23,REABASTECER,102
65d293fc383bcb141811087646581561,1-9de877ff2b6a6b83a21645189e6e6ce7,2018-4-12,Paraíso,-23.57677,-46.63933,72485,50,50,19,32,5,10,24,23,REABASTECER,102
26bc2c82ab8d197ebd461e35ae2423c0,1-d4e3d7c0c7230088251b5b4dae621907,2018-4-13,Paraíso,-23.57677,-46.63933,72245,37,41,10,29,43,10,18,19,NORMAL,103
f9079dd98313aa78069eb7b47dfda1f2,1-f7ccf3713c020fc4b9e62d03286b29c0,2018-4-14,Paraíso,-23.57677,-46.63933,73146,28,36,1,28,37,9,16,15,REABASTECER,104
85a4e0a13a9b0d4e5cebe203e392e683,1-741ef31f9987607038ed5db4dabda410,2018-4-15,Paraíso,-23.57677,-46.63933,71526,17,31,65,28,33,8,10,11,NORMAL,105
36873a8fe1ce5b5ebfaeb3ec9f86e580,1-39681ab979b974107f84da7281101f3b,2018-4-19,Paraíso,-23.57677,-46.63933,71267,64,65,36,13,21,38,36,40,NORMAL,109
4abb54a3c1a98da072dd615cc9d20df5,1-765c3cec2e6837e427ef214b2e71526c,2018-4-20,Paraíso,-23.57677,-46.63933,72209,51,61,26,9,15,36,32,38,NORMAL,110
36855faf70e17afa0ca1c9b4a5362894,1-955e71638a22b82f8cde0869d65ff039,2018-4-22,Paraíso,-23.57677,-46.63933,72411,31,53,14,3,7,29,22,26,NORMAL,112
9e13eb21f7b2b92fcf8867265a33c7e2,1-955e71638a22b82f8cde0869d65ff039,2018-4-22,Paraíso,-23.57677,-46.63933,72411,31,53,14,3,7,29,22,26,NORMAL,112
77a9d4897bda671ee0ad7a9e3ab1c998,1-a80f0c6f9d76386ca8e08854214dd727,2018-4-23,Paraíso,-23.57677,-46.63933,71641,19,49,7,43,5,29,20,23,NORMAL,113
f0def21029e3412ab6f37637842f15b6,1-35ff686cfc7b6fc78f5698797170ae83,2018-4-24,Paraíso,-23.57677,-46.63933,71610,8,40,65,41,43,26,17,20,NORMAL,114
fbbd4e7ffb4bdc4d5b71774a8b9d2341,1-35ff686cfc7b6fc78f5698797170ae83,2018-4-24,Paraíso,-23.57677,-46.63933,71610,8,40,65,41,43,26,17,20,NORMAL,114
ac6b7c85860049267c7010dc0532e2bc,1-50b423485b67a433019476f27779bd63,2018-4-26,Paraíso,-23.57677,-46.63933,70802,73,31,47,32,35,22,12,9,NORMAL,116
48550f7f64c700fe6eafa91c19a8ecc3,1-50b423485b67a433019476f27779bd63,2018-4-26,Paraíso,-23.57677,-46.63933,70802,73,31,47,32,35,22,12,9,NORMAL,116
28fa9376c93198998c39eccbee714d76,1-193d60bed2b318be5c4235a94efeb881,2018-4-29,Paraíso,-23.57677,-46.63933,73273,43,5,22,24,20,7,43,37,REABASTECER,119
28fa9376c93198998c39eccbee71505c,1-c973e2408a976a7f862ceeac974aa25e,2018-4-30,Paraíso,-23.57677,-46.63933,71901,31,65,13,24,14,5,39,35,NORMAL,120
6bfa1c588abbd754ef26e9c49e4dc25e,1-88b9ab09b33168fb9278d1dcb7e1ef03,2018-5-1,Paraíso,-23.57677,-46.63933,70077,22,63,6,19,9,43,36,29,REABASTECER,121
fbbd4e7ffb4bdc4d5b71774a8b15c1a9,1-bb9844fc6c399c114e740a52cc912e4e,2018-5-2,Paraíso,-23.57677,-46.63933,70612,15,61,65,13,7,42,31,24,NORMAL,122
8eda9fe9a2822118742134b0c8ff23e4,1-b553c5ba5cdce0acb841d220080c96c4,2018-5-3,Paraíso,-23.57677,-46.63933,71683,8,52,57,13,2,38,28,21,REABASTECER,123
4c7a2ca3678d21818f51fe21cc55541b,1-11c0b965aecbea1963235d16c3d60807,2018-5-4,Paraíso,-23.57677,-46.63933,70599,86,47,49,8,43,33,23,16,NORMAL,124
f8b2781dfd332f9e5b010dcde6ed1cf4,1-11c0b965aecbea1963235d16c3d60807,2018-5-4,Paraíso,-23.57677,-46.63933,70599,86,47,49,8,43,33,23,16,NORMAL,124
f0def21029e3412ab6f376378439e835,1-11c0b965aecbea1963235d16c3d60807,2018-5-4,Paraíso,-23.57677,-46.63933,70599,86,47,49,8,43,33,23,16,NORMAL,124
a15e0e2c3b68aa19ecace6eb6ca404ea,1-e6023eef6b54aa2d29b2fad44e5614a5,2018-5-5,Paraíso,-23.57677,-46.63933,73620,78,42,45,4,38,32,19,10,REABASTECER,125
028bd7773b41417f282441a7dfe9de6d,1-578370580b94f5bd2631be28663dff86,2018-5-8,Paraíso,-23.57677,-46.63933,73663,50,18,26,41,25,19,8,43,NORMAL,128
